ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.779773966851220024e+00,1.538863092568446405e+02,2.441507056444557020e+04,7.322671668758123253e+00,3.337757766108135229e+02,4.598765496497333629e+02,1.478229043477404048e+01,9.391470179015159658e+01,2.729104523430527784e+00,1.000000000000000000e+00
6.952511673596021069e+00,2.116972974402826821e+02,3.373728852434523287e+04,6.300870702111099675e+00,3.337757766108135229e+02,3.954070038215700151e+02,1.418239606937305552e+01,3.980290706509231313e+01,4.105495485312567361e+00,1.000000000000000000e+00
5.628406919430696931e+00,2.268300425846443886e+02,2.833449193746651144e+04,8.012496989065786224e+00,2.939242727590374784e+02,3.511612132424655783e+02,1.501924061949370071e+01,3.517866215673327446e+01,5.050683115260017786e+00,1.000000000000000000e+00
5.966000488790355050e+00,1.947962210453862895e+02,1.735005853092619145e+04,4.466577191045225881e+00,4.046099820673170484e+02,4.068063023479087974e+02,1.153998663794408230e+01,4.817335938088204017e+01,4.177139265761122822e+00,1.000000000000000000e+00
6.319431544959730473e+00,1.809656208620899918e+02,3.627871830879707704e+04,9.960552065163296831e+00,2.755917457297022111e+02,3.076913606147215319e+02,1.819693094653360177e+01,9.359424603033951939e+01,2.653126688338806272e+00,1.000000000000000000e+00
8.027247869950068448e+00,1.933524163571854046e+02,7.714746969262333550e+03,6.087237734755403196e+00,3.337757766108135229e+02,4.409389779950403181e+02,2.250467943991440833e+01,6.200704373230644251e+01,3.480640836854313136e+00,1.000000000000000000e+00
8.882684452292407329e+00,1.355230624390295304e+02,4.857253806702752627e+03,5.209778932956265152e+00,3.337757766108135229e+02,5.323366593006463745e+02,2.029627438558895847e+01,2.033775264244093250e+01,3.827920867061411325e+00,1.000000000000000000e+00
5.991283475366895317e+00,2.246085627613308020e+02,2.998311600703653676e+04,7.383818680989465477e+00,3.297315466016829646e+02,6.046312628955403170e+02,1.774122824443151103e+01,6.511697561026127801e+01,4.840562301475422657e+00,1.000000000000000000e+00
1.027244427215438449e+01,1.636246234135895463e+02,1.889485239369070769e+04,1.006820536736420735e+01,2.696466556128218031e+02,4.464507253355567968e+02,1.185691442263242834e+01,8.244550326871429036e+01,3.179884727399671096e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.315477442586686720e+02,2.162649759453999650e+04,7.207846353642048953e+00,3.337757766108135229e+02,3.909550329818341083e+02,1.484495477882956038e+01,2.650548403615898252e+01,4.728123985482810099e+00,1.000000000000000000e+00
6.105140135043556349e+00,2.491413910240582936e+02,4.524944903301681916e+04,7.369360303120931377e+00,3.387713073274612725e+02,3.149650897319113483e+02,1.125177780565496732e+01,8.865747731531797626e+01,3.103089844069282233e+00,1.000000000000000000e+00
9.443358884146123344e+00,7.349223368906109499e+01,2.043822469008420012e+04,8.024953110998103156e+00,3.158056587831214301e+02,4.586772314912597608e+02,1.253868068723141960e+01,5.085247033933497107e+01,3.486646408513206286e+00,1.000000000000000000e+00
6.887414371129533919e+00,2.236030579935079459e+02,2.918913672090755063e+04,1.051446603725969808e+01,2.538305521524881101e+02,3.866228624943410637e+02,1.131229361612940920e+01,6.791618270338079810e+01,4.564188355184361612e+00,1.000000000000000000e+00
6.512900833266177969e+00,1.692174797710724192e+02,2.515141157350047069e+04,4.613310782608283311e+00,3.756123180118668188e+02,2.960743820491924225e+02,1.508869952079163568e+01,7.407592557290796265e+01,4.404040364778451178e+00,1.000000000000000000e+00
5.772718094851821746e+00,2.133635445923108875e+02,2.612493141464388827e+04,8.630718965352679461e+00,2.732794476612647827e+02,4.655592858293696281e+02,8.006207773598418953e+00,5.996433443387673634e+01,6.494249467472996251e+00,1.000000000000000000e+00
4.912557262009444869e+00,3.082538329449221806e+02,4.406309841662764666e+04,7.927976944568742468e+00,2.809336642514091977e+02,3.274756503972149062e+02,1.485798108548317664e+01,6.639629294676802829e+01,4.897372508450065887e+00,1.000000000000000000e+00
9.739561948969910787e+00,1.669488640487225837e+02,1.362316006286504489e+04,7.235921759484160276e+00,3.850591343319964608e+02,3.695912890667796660e+02,1.232260382095626028e+01,6.850585164506361480e+01,2.568079876725236854e+00,1.000000000000000000e+00
5.541979019308926446e+00,1.856718736285793625e+02,2.014306526175513864e+04,1.023617597457002404e+01,2.094710584352528429e+02,5.179357855247944826e+02,1.846401541280278025e+01,4.937131866346892650e+01,3.672975983177132697e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.935034147799036930e+02,4.226833429600593809e+04,9.005942788081622297e+00,2.583926829120110256e+02,3.846848754052346635e+02,9.085278555064860484e+00,7.543963292505105755e+01,3.601735480503304387e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.433002002824617307e+02,1.626316746541848806e+04,6.229736564392160503e+00,3.337757766108135229e+02,5.036640851385241717e+02,1.958549657989379966e+01,6.639629294676802829e+01,3.451740046586749600e+00,1.000000000000000000e+00
6.448931033409072811e+00,2.402447709658374322e+02,1.397916572329552400e+04,9.077984756164896751e+00,3.145904771692410122e+02,4.737513016411561466e+02,1.741690264011492673e+01,8.402478639754029643e+01,3.622195522363902409e+00,1.000000000000000000e+00
5.477912294546052330e+00,2.113988438816733719e+02,2.736165906617673318e+04,5.810456913118141387e+00,3.406238055258528448e+02,3.580441300229246053e+02,1.662938444221606460e+01,6.639629294676802829e+01,3.774256121104987205e+00,1.000000000000000000e+00
8.544708661673045214e+00,1.814134020634796798e+02,3.142937902924875016e+04,7.555029709998241749e+00,3.503970819409018418e+02,3.938896156084584845e+02,1.024723218673881142e+01,8.272191191946143363e+01,2.318152480248196312e+00,1.000000000000000000e+00
7.378597016258660268e+00,1.759824471090824716e+02,9.460322635339889530e+03,5.941011848136729334e+00,3.337757766108135229e+02,4.020199448838444027e+02,1.563945476439403137e+01,3.738945161934357486e+01,3.215219463201258954e+00,1.000000000000000000e+00
6.664003050003358908e+00,1.995887184546095625e+02,1.590294527566367287e+04,5.257789016285808081e+00,3.465845564965493395e+02,3.473533359784526056e+02,1.598941895579577022e+01,6.115657453817367184e+01,2.227727884059556018e+00,1.000000000000000000e+00
6.775582812405083644e+00,2.184149289477375930e+02,1.796888277502804704e+04,8.254114831284221410e+00,3.337757766108135229e+02,3.587176768598499734e+02,1.052016145220625276e+01,5.724411099086844246e+01,4.333636278302867240e+00,1.000000000000000000e+00
8.736371210915214292e+00,1.946776871628619858e+02,2.428365879114097697e+04,8.855544473530439831e+00,3.290042049896143226e+02,3.336237938674473185e+02,1.651623165099232438e+01,6.725047267260980277e+01,3.802116117316718835e+00,1.000000000000000000e+00
7.146976296126542394e+00,1.965626845593928067e+02,1.691120377300040855e+04,6.890505480307936637e+00,3.201008752799969557e+02,5.201113581748347769e+02,1.285423898307879931e+01,6.681417648580926993e+01,4.025762215893220919e+00,1.000000000000000000e+00
7.080794504276835433e+00,2.429094363065688071e+02,9.654733680734054360e+03,6.253980392466730542e+00,3.596658351668334035e+02,5.885667126539668743e+02,1.519701462233365419e+01,6.282285017610192313e+01,5.652222113079016452e+00,1.000000000000000000e+00
5.040331692395898955e+00,2.322344790684001623e+02,2.565369023104474763e+04,5.929307621591022759e+00,3.283295796822429793e+02,5.290525352665001719e+02,1.353940958449032728e+01,3.834673827787295863e+01,3.603325615207352062e+00,1.000000000000000000e+00
7.080794504276835433e+00,2.815821623043986506e+02,2.170749225774875231e+04,5.037261233655400794e+00,3.482397194686480475e+02,3.479574985278349573e+02,1.537009758399818793e+01,8.592035020298318670e+01,4.003819011511167147e+00,1.000000000000000000e+00
7.745499128179052839e+00,1.683556237801327597e+02,1.433662752127333624e+04,5.264310045483810541e+00,3.337757766108135229e+02,4.214853341069264161e+02,7.496410135603582603e+00,6.762476659718728911e+01,4.043334781475608430e+00,1.000000000000000000e+00
6.259651602740058607e+00,2.083794303301062314e+02,3.735674640137826646e+04,8.565487273193189921e+00,2.564738386029290496e+02,3.802401927432451316e+02,5.567692791015133480e+00,6.844186535508448799e+01,4.213405262223434811e+00,1.000000000000000000e+00
8.596391179552714590e+00,1.895231607703644272e+02,1.451897450068923172e+04,5.124129421964378928e+00,4.229904130190935803e+02,3.480414888599462984e+02,1.735807146810276436e+01,6.639629294676802829e+01,3.519884366217547189e+00,1.000000000000000000e+00
5.767349596865662953e+00,2.724721780907016182e+02,1.541793283438886465e+04,7.728859875071584007e+00,3.154049171336670838e+02,4.244611519527239807e+02,1.528426757567825511e+01,6.082213470069052619e+01,3.896090487367949162e+00,1.000000000000000000e+00
7.088940642150225457e+00,2.063641219393696531e+02,1.383971342598632327e+04,8.088241969762329120e+00,3.212961414562866480e+02,3.699693332657319047e+02,1.489609215650904162e+01,6.667465815004317164e+01,5.661104287047448835e+00,1.000000000000000000e+00
8.029181612754342723e+00,1.580403983625633657e+02,1.966346942804372156e+04,8.433448388281506780e+00,2.832704951086299161e+02,4.313047160750460876e+02,2.069619805693849912e+01,5.997292857347223105e+01,4.388551011831944848e+00,1.000000000000000000e+00
7.080794504276835433e+00,2.862017632826900808e+02,4.693188429279420234e+04,7.440023939584451185e+00,2.625264559629424639e+02,5.574218785213973888e+02,1.447165032742884883e+01,7.404385963226025069e+01,4.120931424045977565e+00,1.000000000000000000e+00
4.725785564930769844e+00,2.496709994195830404e+02,2.083429427834514718e+04,5.036010052906630285e+00,3.789986844595122193e+02,4.111144852611776059e+02,1.776964142907604582e+01,7.881743621228538643e+01,3.156331419586468012e+00,1.000000000000000000e+00
8.195765359895595736e+00,2.145176103994369896e+02,1.038954253794096439e+04,6.295405022153250485e+00,3.271938978986331108e+02,4.031899129710295142e+02,1.506704165240955540e+01,7.275681245594475399e+01,3.218709224251615986e+00,1.000000000000000000e+00
6.443753668445058480e+00,1.966159916232373632e+02,2.574041259074108530e+04,2.484379977244368654e+00,4.356727646007556132e+02,3.523536227697527465e+02,1.692441863858476836e+01,3.305188770534353182e+01,4.498684931428612366e+00,1.000000000000000000e+00
7.039094321089830686e+00,1.796452245462713222e+02,2.882736018562906975e+04,4.945555199305745830e+00,3.898892709414269007e+02,5.933962245209190769e+02,1.207920711608079678e+01,5.836350654099381785e+01,4.366031350632882280e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.857557278556384404e+02,2.734517428802763970e+04,8.932763593498796340e+00,3.337757766108135229e+02,3.138787712674153454e+02,1.342012608222654357e+01,5.697484976379480770e+01,4.407566169075394669e+00,0.000000000000000000e+00
7.080794504276835433e+00,1.858467966778486016e+02,1.497194902529187129e+04,6.666342875460269823e+00,3.464861887370448699e+02,4.184535907138310336e+02,1.868421531211060937e+01,6.771245963073114638e+01,5.110414148991791805e+00,0.000000000000000000e+00
6.945224092344811417e+00,2.209600411199559460e+02,3.643831087570425007e+04,5.551660447108269558e+00,3.379638905544001659e+02,3.679979774352055983e+02,2.016073441639144903e+01,5.300772315532328349e+01,4.823082013933822410e+00,0.000000000000000000e+00
5.742110407437118091e+00,1.882166040178223909e+02,2.683161041068794293e+04,6.202721182268095212e+00,3.183766763853137149e+02,4.981423860527519878e+02,9.657360417337260472e+00,5.350852266723610029e+01,3.323069563743198174e+00,0.000000000000000000e+00
5.596627849736465876e+00,1.772137916976489862e+02,1.792535212031887568e+04,8.435470110486322781e+00,3.037341659167976786e+02,5.523087055145291515e+02,1.033998559483745794e+01,5.782061113251278783e+01,5.235111120685716379e+00,0.000000000000000000e+00
7.350378986684694027e+00,1.936333668434239144e+02,2.673608556736883838e+04,1.041658888057754950e+01,3.094168828022096136e+02,5.574956846795275851e+02,1.651972222647526678e+01,6.107738287187814308e+01,3.663922183923015385e+00,0.000000000000000000e+00
6.262798867453870599e+00,2.068897483209600523e+02,3.141452580534072331e+04,4.528076190732979178e+00,3.497346615847920361e+02,5.670272739136023574e+02,1.596353977833718041e+01,7.302260527159222647e+01,4.012517558349002478e+00,0.000000000000000000e+00
9.927023723224527529e+00,2.084907383229773075e+02,1.966699279150527946e+04,8.008618310012316499e+00,3.402378242732726790e+02,4.828424352088905493e+02,1.136042703425829359e+01,8.582911279914429770e+01,4.051733473083126924e+00,0.000000000000000000e+00
5.381407519092974212e+00,1.755743065962532512e+02,1.537199994401746881e+04,7.457245263944493274e+00,3.123549379827418306e+02,3.087297975143604276e+02,1.217894043906915158e+01,6.639629294676802829e+01,4.364066934823451760e+00,0.000000000000000000e+00
4.961352728384605726e+00,1.662599616229754247e+02,2.222923008954744364e+04,9.922077892734911586e+00,2.951318311859930077e+02,4.491471914905604876e+02,1.200154740594615532e+01,6.342797864415290121e+01,3.902837833888625152e+00,0.000000000000000000e+00
6.457097524737891447e+00,1.922649447062874515e+02,1.834004680554661172e+04,8.832137591649273034e+00,3.359701137014055803e+02,5.174321968007189980e+02,2.337326503592339932e+01,5.179709967852757302e+01,2.637364885184688035e+00,0.000000000000000000e+00
6.539369510373419736e+00,2.146386027917590127e+02,2.123043140920508449e+04,6.485594270819233564e+00,3.369748612668876149e+02,5.325727848247710199e+02,1.826368767079418376e+01,9.090808097208014260e+01,4.527364378116469190e+00,0.000000000000000000e+00
6.252410004649734176e+00,2.257841008818114688e+02,2.392025477822358152e+04,7.018164992223185017e+00,3.037916880582656063e+02,4.845857911603919774e+02,1.343350591669263849e+01,6.740138415390148907e+01,2.722908160538052069e+00,0.000000000000000000e+00
7.967344823111110586e+00,1.805317068825480078e+02,1.938403743152532115e+04,9.868237891695320840e+00,3.254968478984836224e+02,3.860553312409469982e+02,1.126512723465816634e+01,6.727220668185265140e+01,4.069358772118034651e+00,0.000000000000000000e+00
7.080794504276835433e+00,2.127316900178757919e+02,3.703070811993558164e+04,5.040319510799421643e+00,3.510644583570086752e+02,5.353023514515182342e+02,1.589504820053957523e+01,3.337071267850518552e+01,4.825792283459244381e+00,0.000000000000000000e+00
7.609521190124739931e+00,2.232883935684083099e+02,4.087978957260728203e+04,7.030699301374777832e+00,3.106324499060974631e+02,3.702708799690313981e+02,1.437536830458202353e+01,7.375695721230472657e+01,3.145842902755235926e+00,0.000000000000000000e+00
6.887863943894863894e+00,1.733250224247937581e+02,1.994792417841010683e+04,7.488703142936127932e+00,3.340980227111919021e+02,4.410026116881455778e+02,1.078050121280324447e+01,8.900549197704643234e+01,5.454487652366451833e+00,0.000000000000000000e+00
9.879071257570803510e+00,2.089056452264138670e+02,1.467367066933846763e+04,6.240247620502639592e+00,3.668176388395701224e+02,4.423374864089906282e+02,1.962602198976219725e+01,6.681658138804367297e+01,4.218831154474737666e+00,0.000000000000000000e+00
7.638761770450097188e+00,1.782716356163275009e+02,1.830850267385409097e+04,6.548097820593441476e+00,3.623328716997572769e+02,3.941809845452380614e+02,1.129178773365356392e+01,8.198915623472984748e+01,4.496626599284416770e+00,0.000000000000000000e+00
6.961891686003920832e+00,2.235958389958130681e+02,3.110168427690635508e+04,3.692065358403252784e+00,3.438272756683762736e+02,5.302214099331032457e+02,1.367547971568427556e+01,7.043496194366268526e+01,3.446728459863926286e+00,0.000000000000000000e+00
8.060609623630814013e+00,2.080427107417958723e+02,1.548932566000131374e+04,5.620298799083457197e+00,3.619704241290504569e+02,4.234208383688276740e+02,1.537154968545570455e+01,7.544558913152148705e+01,3.600905669546032417e+00,0.000000000000000000e+00
7.240271791102996346e+00,2.134231392449676434e+02,2.343296269427995139e+04,5.927868126913728553e+00,3.283592060269980379e+02,3.253877076397499195e+02,1.403355283480107119e+01,6.057108127695992295e+01,3.832597166985504789e+00,0.000000000000000000e+00
7.486779708528253252e+00,1.996777844725583861e+02,2.539601178237688873e+04,4.960558357925920703e+00,3.424535457088596218e+02,4.446785787552245210e+02,1.611543235609525482e+01,4.314201639724323201e+01,5.048833995025391985e+00,0.000000000000000000e+00
8.410460642866256720e+00,2.348765243914760674e+02,2.755434526324006947e+04,5.681716196883829895e+00,3.624895602915409540e+02,5.190316251293843379e+02,1.448221298325171169e+01,5.562849904544705737e+01,2.977359946090722076e+00,0.000000000000000000e+00
6.143921454143699279e+00,1.752740759553300336e+02,2.907216965421456916e+04,1.206253620360681644e+01,2.876981570714124814e+02,4.699833240211958127e+02,1.314249297171909170e+01,8.327965820617686177e+01,3.476213303592504023e+00,0.000000000000000000e+00
6.096179889884819403e+00,1.748716293071100836e+02,1.631423337543478010e+04,8.063020678594037705e+00,3.337757766108135229e+02,4.357837749934653857e+02,1.065887824731140832e+01,6.208358883537714235e+01,5.142471131650314220e+00,0.000000000000000000e+00
6.384824009457906513e+00,2.436880748737544877e+02,3.996029895088635385e+04,6.697657120584025847e+00,2.971855494832449267e+02,4.377279152816007013e+02,1.596749019427596750e+01,5.493031730064578255e+01,4.144998517816148365e+00,0.000000000000000000e+00
9.462666016998529273e+00,2.253993069787850914e+02,1.222462460376409217e+04,2.981378966338696479e+00,3.870987200551125511e+02,4.856972741210070126e+02,1.320439379523759271e+01,6.229769896087992720e+01,2.850183765643185207e+00,0.000000000000000000e+00
7.868147086463668671e+00,1.990359730490920924e+02,2.043410573519397440e+04,6.210993673823739236e+00,3.379160907650075956e+02,5.494149828010674810e+02,1.650157842370850858e+01,6.639629294676802829e+01,4.315898406460025427e+00,0.000000000000000000e+00
5.873157137066786326e+00,1.536733814894582792e+02,2.191076356983020742e+04,9.752878651924868691e+00,3.193567433199525567e+02,3.524560409918505002e+02,1.415410960103326943e+01,6.523462930138144600e+01,5.120887964619864618e+00,0.000000000000000000e+00
7.080794504276835433e+00,1.868730136696725026e+02,2.600452887660472697e+04,8.493528783857071218e+00,3.206934845979113788e+02,5.341302716281097673e+02,1.989002532465991990e+01,5.437395592223600715e+01,5.144114220126169812e+00,0.000000000000000000e+00
6.529304448100372582e+00,2.100040334970034905e+02,2.897008760585726122e+04,4.250150948976285648e+00,3.337757766108135229e+02,4.228175562407171242e+02,7.091298157253845602e+00,8.369015566689606089e+01,3.361088406841675091e+00,0.000000000000000000e+00
5.152203721876961851e+00,2.072992598073438444e+02,2.700010687986532139e+04,6.691806011874911420e+00,3.337757766108135229e+02,3.500049778577276811e+02,1.249050928665758420e+01,4.985296455884438416e+01,4.689842817950895082e+00,0.000000000000000000e+00
7.858662778844825780e+00,2.109547539715404127e+02,2.670385347345829359e+04,6.509065394637483237e+00,3.413418986714621042e+02,3.740728447302299742e+02,8.811986111503131269e+00,7.279979790650011751e+01,3.422470520943650119e+00,0.000000000000000000e+00
7.704410252313842022e+00,2.346359511039254357e+02,2.205737916492155637e+04,8.124403190258179919e+00,3.337757766108135229e+02,3.973996597568738025e+02,1.489756316088130461e+01,5.092043606069324824e+01,3.031364368590427461e+00,0.000000000000000000e+00
6.728004385653385988e+00,2.011268956256236891e+02,2.288878806469544361e+04,7.663987986322337242e+00,3.194634908618316445e+02,3.255375394237453861e+02,1.678830606630708644e+01,5.896122018291546851e+01,4.410697353226662898e+00,0.000000000000000000e+00
1.046450247726031968e+01,1.909948483109526478e+02,6.700775053800422029e+03,6.879857695471122803e+00,3.337757766108135229e+02,4.989319114036196083e+02,1.456216135477245643e+01,6.670162142674418249e+01,4.956358408285042927e+00,0.000000000000000000e+00
9.112786250314787395e+00,2.059410720799664887e+02,2.086862797930697343e+04,6.962789991381201915e+00,3.309342897660254152e+02,4.220394949523858941e+02,1.612897564900509906e+01,7.779653006969701323e+01,4.567087633865014595e+00,0.000000000000000000e+00
8.079808358153270476e+00,1.741610935117429051e+02,1.267784149561641061e+04,7.295211586223173228e+00,3.335825417792912617e+02,5.895522114074781257e+02,1.485222533366072639e+01,3.952938650819361044e+01,3.611057441116121591e+00,0.000000000000000000e+00
7.078659419377965278e+00,2.325818483030483890e+02,2.617778950840207835e+04,3.914353183720874263e+00,3.341611266826413953e+02,3.804599177612841459e+02,9.633631143578840650e+00,4.195193958551776348e+01,3.696640140724123835e+00,0.000000000000000000e+00
7.080794504276835433e+00,1.393311517595722080e+02,2.912211246827426748e+03,1.033823398080231826e+01,3.433180208274571328e+02,5.328851960732149564e+02,1.107834121906711111e+01,4.217282405365111231e+01,4.093097748782287937e+00,0.000000000000000000e+00
8.043889299098864853e+00,1.696882248689741459e+02,8.896195118425881446e+03,7.837861188542398772e+00,3.289398170854399837e+02,4.308368250677067408e+02,1.226349197146168990e+01,7.633424711952471853e+01,3.159949369950058262e+00,0.000000000000000000e+00
7.040244978430555634e+00,1.929559825241119881e+02,2.098842940969269330e+04,6.422359010887422670e+00,3.209488442497367373e+02,3.813573498745669212e+02,1.539645507346642717e+01,8.829846498119493958e+01,3.993409763685828118e+00,0.000000000000000000e+00
5.483974108801342950e+00,1.661618369028332722e+02,2.114497525784710524e+04,7.607610852809875368e+00,3.227330944094260303e+02,3.063559038940272785e+02,1.417100954420345538e+01,6.413652847683715663e+01,4.063613621049693592e+00,0.000000000000000000e+00
8.534406879569957027e+00,2.485774824415472892e+02,2.237230326677124685e+04,2.993744060739142565e+00,3.661462493572561243e+02,3.417601978942599885e+02,1.469290181303244935e+01,7.870893661951720333e+01,2.544733701151923544e+00,0.000000000000000000e+00
7.266594534747279788e+00,1.768536963358105538e+02,1.485905966067864574e+04,8.261778152453603141e+00,3.271722524429536634e+02,4.450374559516449153e+02,1.992370400091363081e+01,8.706613097768020282e+01,3.357439470656983893e+00,0.000000000000000000e+00
6.256651147926919343e+00,1.810723072514765022e+02,1.690580152440071834e+04,1.158615107776703645e+01,3.337757766108135229e+02,4.813070515511980716e+02,1.063974341875223217e+01,7.455724055984957488e+01,4.181050752789531977e+00,0.000000000000000000e+00
7.240351005742477142e+00,2.019971957955888513e+02,1.446267430837698339e+04,6.737176049704408420e+00,3.140431372253163431e+02,5.348009877536371732e+02,1.421379445517999152e+01,8.294581671041592585e+01,3.782971899999771015e+00,0.000000000000000000e+00
8.692115322047213155e+00,1.442363578280657066e+02,2.552962803650124897e+03,9.202633941435824028e+00,3.479751368047353139e+02,5.174274708823453466e+02,1.396342114247642030e+01,4.238866132447629553e+01,2.283475159435163881e+00,0.000000000000000000e+00
8.639540977998708016e+00,1.686139665538978534e+02,7.013211786707303872e+03,8.451601044886700720e+00,3.552138965988797281e+02,4.197888979568656964e+02,1.792939462420275731e+01,3.364153949727588611e+01,4.192932215458884393e+00,0.000000000000000000e+00
7.179864148534107926e+00,1.808542106109495933e+02,1.085955375155813999e+04,8.263503442433247415e+00,3.413024863096711101e+02,3.580562635245587444e+02,1.206531692532422362e+01,8.332991785643361027e+01,3.878447313763328186e+00,0.000000000000000000e+00
7.163999222574383374e+00,2.037815978506746717e+02,3.422607212657433411e+04,9.412034556261545504e+00,3.202589172284284587e+02,4.155775126558978059e+02,1.622104374239870594e+01,9.018420845027125665e+01,3.354322266727368440e+00,0.000000000000000000e+00
8.926113143092786473e+00,1.899879470494755935e+02,1.524962024439050765e+04,7.076221685650089910e+00,3.415268734085086635e+02,3.619016284039647076e+02,2.127809452763074560e+01,6.639629294676802829e+01,2.752134121425607205e+00,0.000000000000000000e+00
6.353110301829460127e+00,2.062698099355494037e+02,1.840903731547043208e+04,3.723776180465787178e+00,3.482098631326581426e+02,3.896832343647381549e+02,1.320542544756654024e+01,6.029134211114647002e+01,2.856175486931272101e+00,0.000000000000000000e+00
6.681553567542745320e+00,2.385124406150458469e+02,2.613221181192402946e+04,6.304459106631010279e+00,3.092370092909148411e+02,3.260262267172438442e+02,8.138227491458280838e+00,4.608726015972747803e+01,2.956748075301872447e+00,0.000000000000000000e+00
5.445325980669109889e+00,2.013794591220734844e+02,2.800111817880313902e+04,7.208945954961547997e+00,3.315874838956274289e+02,3.650915871928535239e+02,1.178877656969382315e+01,6.594456630272554776e+01,3.946989523134861066e+00,0.000000000000000000e+00
7.539881892843842692e+00,1.858259753381536825e+02,2.157524522075980349e+04,7.442998712138734874e+00,3.330796301421430599e+02,4.441166325916338451e+02,1.583056478229144837e+01,4.906797746408835081e+01,4.531593669500013633e+00,0.000000000000000000e+00
7.080794504276835433e+00,1.999180136257004676e+02,1.533551143293090354e+04,8.092377054691525018e+00,3.033271816401638148e+02,3.996054464673591156e+02,1.182173628098951212e+01,5.822229339817833704e+01,4.482459763675930908e+00,0.000000000000000000e+00
4.370476580258796595e+00,1.886540372531146090e+02,2.954233816533554273e+04,8.117114132677262006e+00,3.010221821766606354e+02,4.563084538577487024e+02,1.634683847675535162e+01,4.669694092362607307e+01,4.649382034138639597e+00,0.000000000000000000e+00
1.031640038455316244e+01,2.172668424334474935e+02,1.067650847542937845e+04,3.445514571005745097e+00,3.977549459751925269e+02,4.922064736177108557e+02,1.281273220758254183e+01,7.228192021570328052e+01,3.407349428423836368e+00,0.000000000000000000e+00
6.599593818953803037e+00,1.983232608164520059e+02,2.107888716644147644e+04,6.234231482052430273e+00,3.314956367998806286e+02,4.479877914293426215e+02,1.293630432875391989e+01,5.983361930468818457e+01,4.702310752770497260e+00,0.000000000000000000e+00
4.197583589415031291e+00,1.894736766556382292e+02,3.129212770367485064e+04,7.105204272353480732e+00,3.337757766108135229e+02,3.707714128060413827e+02,1.198640181468715582e+01,5.032283042125539652e+01,5.206480177207682303e+00,0.000000000000000000e+00
7.920794564373236035e+00,1.733571505671402235e+02,1.345463477724555196e+04,6.947895137367302354e+00,3.567681193445420149e+02,4.713686945543212232e+02,1.647783972341181880e+01,6.800050835002363669e+01,3.374326522627198344e+00,0.000000000000000000e+00
6.330732765446401622e+00,1.667380089967592482e+02,1.839719940809602485e+04,8.076426482257103245e+00,3.337757766108135229e+02,4.369917521078011191e+02,1.290518864842533553e+01,6.764855612214466873e+01,3.940000423393066331e+00,0.000000000000000000e+00
7.080794504276835433e+00,1.812961250660546284e+02,2.343390177406978910e+04,7.729588419260771559e+00,3.337757766108135229e+02,3.297408617229079937e+02,1.227571332395240233e+01,3.875679771996281886e+01,5.128346524187510802e+00,0.000000000000000000e+00
7.764142610002179978e+00,1.861324318850177235e+02,2.592607564258104685e+04,8.011206635842331281e+00,3.337757766108135229e+02,3.991317179489387286e+02,2.284652910661083069e+01,3.524367838874415781e+01,4.105178268056135060e+00,0.000000000000000000e+00
8.237142633897011734e+00,1.900596949412579875e+02,2.001539810593453876e+04,8.385216673487096983e+00,3.560917613374256803e+02,3.776820971650516867e+02,1.774094363582048572e+01,3.771387806029169099e+01,4.939109441375089560e+00,0.000000000000000000e+00
5.679234115088080515e+00,1.881886961491966304e+02,3.564318120775991702e+04,8.882653709374503492e+00,3.221693829985104003e+02,2.563025585111133751e+02,1.500025983919198325e+01,6.639629294676802829e+01,2.339572735856184416e+00,0.000000000000000000e+00
7.417570368300503425e+00,1.937718783685727999e+02,2.320709284119165750e+04,7.472115295676341695e+00,3.337757766108135229e+02,4.961051876371823255e+02,1.574435293988204876e+01,7.318747547241343909e+01,4.671557881112399002e+00,0.000000000000000000e+00
4.775983438506525403e+00,1.962739637068699494e+02,1.918579187714886939e+04,4.942929900651312991e+00,3.291439120958413014e+02,4.590835567812650879e+02,1.337094975238971983e+01,8.458424963544294428e+01,4.382161618971922579e+00,0.000000000000000000e+00
7.865094970430805965e+00,2.100392942912845058e+02,1.431062330102154010e+04,6.612899591983341097e+00,3.337757766108135229e+02,4.033605959096161655e+02,1.287934114747377912e+01,7.413478782022870917e+01,4.795025554920153255e+00,0.000000000000000000e+00
5.903465715091598121e+00,2.018640323463781101e+02,2.539410472029974699e+04,7.692154202402314844e+00,3.136480716982069907e+02,4.347197471895088938e+02,1.800670264274930332e+01,5.997215952878875100e+01,4.587086719314700467e+00,0.000000000000000000e+00
7.705711006313975986e+00,1.789228576243056352e+02,1.847661916597624804e+04,8.226228135087708893e+00,3.348899105778935450e+02,5.180433689948432630e+02,1.063879835891572156e+01,6.315748918774163201e+01,3.861956077408504662e+00,0.000000000000000000e+00
7.815121777828158756e+00,1.903139043160344954e+02,2.022910815026317141e+04,9.186893055149624843e+00,3.356387256514536261e+02,3.792228730386165125e+02,1.497934762963876842e+01,7.342542758533133451e+01,3.096163272201656991e+00,0.000000000000000000e+00
